age,earnings,industry,home_geoid,work_geoid
low,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,low,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
high,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
low,high,other,250173531011,250173524002
mid,high,other,250173531011,250173524002
low,mid,other,250173531011,250173531022
mid,mid,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
mid,low,other,250173531011,250173531022
low,low,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,low,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
high,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,mid,other,250173531011,250173531022
high,mid,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,low,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
mid,low,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
high,high,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
mid,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,mid,other,250173531011,250173531022
mid,low,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
mid,mid,other,250173531011,250173531022
mid,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
mid,low,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,low,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,mid,other,250173531011,250173531022
mid,low,other,250173531011,250173531022
mid,mid,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,low,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
mid,low,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
mid,high,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,low,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
low,high,other,250173531011,250173531022
high,mid,other,250173531011,250173531022
mid,low,other,250173531011,250173531022
low,mid,other,250173531011,250173531022
low,high,other,250173531011,250173531022
mid,high,other,250173531012,250173521021
mid,high,other,250173531012,250173521021
mid,high,other,250173531012,250173521021
mid,high,other,250173531012,250173521021
mid,high,other,250173531012,250173521021
mid,high,other,250173531012,250173521021
mid,high,other,250173531012,250173523002
mid,low,other,250173531012,250173523002
mid,low,other,250173531012,250173523002
low,low,other,250173531012,250173523002
mid,low,other,250173531012,250173523002
mid,low,other,250173531012,250173524001
mid,low,other,250173531012,250173524001
mid,mid,other,250173531012,250173524001
mid,low,other,250173531012,250173524001
low,mid,other,250173531012,250173524001
mid,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,goods_prod,250173531012,250173524002
low,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
mid,low,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
low,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
mid,high,other,250173531012,250173524002
low,high,other,250173531012,250173531022
mid,high,other,250173531012,250173531022
low,high,other,250173531012,250173531022
high,mid,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
mid,low,other,250173531012,250173531022
low,high,other,250173531012,250173531022
mid,high,other,250173531012,250173531022
low,high,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,high,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
high,high,other,250173531012,250173531022
mid,mid,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
high,high,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,high,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
mid,high,other,250173531012,250173531022
low,high,other,250173531012,250173531022
low,low,other,250173531012,250173531022
mid,mid,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
mid,low,other,250173531012,250173531022
low,high,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
mid,low,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,high,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,high,other,250173531012,250173531022
low,high,other,250173531012,250173531022
mid,low,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,high,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,high,other,250173531012,250173531022
mid,mid,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,low,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
mid,high,other,250173531012,250173531022
mid,mid,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
low,low,other,250173531012,250173531022
mid,high,other,250173531012,250173531022
low,high,other,250173531012,250173531022
low,mid,other,250173531012,250173531022
mid,high,other,250173531012,250173531022
mid,high,other,250173531021,250173521021
mid,low,other,250173531021,250173521021
low,low,other,250173531021,250173521021
low,high,other,250173531021,250173521021
low,high,other,250173531021,250173523001
low,high,other,250173531021,250173523002
low,high,other,250173531021,250173523002
low,high,other,250173531021,250173523002
low,high,other,250173531021,250173523002
low,mid,other,250173531021,250173524001
low,mid,other,250173531021,250173524001
low,mid,other,250173531021,250173524001
mid,mid,other,250173531021,250173524001
low,high,other,250173531021,250173524002
mid,high,other,250173531021,250173524002
mid,high,goods_prod,250173531021,250173524002
low,high,other,250173531021,250173524002
mid,low,other,250173531021,250173524002
mid,high,other,250173531021,250173524002
mid,high,other,250173531021,250173524002
low,high,other,250173531021,250173524002
mid,high,other,250173531021,250173524002
low,high,other,250173531021,250173524002
mid,high,other,250173531021,250173524002
low,high,other,250173531021,250173524002
mid,high,other,250173531021,250173524002
low,high,other,250173531021,250173524002
mid,low,other,250173531021,250173524002
low,high,other,250173531021,250173524002
mid,high,other,250173531021,250173524002
mid,high,other,250173531021,250173524002
low,low,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,high,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
high,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,high,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
mid,high,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
mid,high,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,high,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
mid,high,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
high,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,high,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,high,other,250173531021,250173531022
mid,high,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
mid,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
low,mid,other,250173531021,250173531022
high,mid,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
low,low,other,250173531021,250173531022
mid,mid,other,250173531021,250173531022
low,high,other,250173531022,250173501032
low,low,other,250173531022,250173512041
low,low,other,250173531022,250173512041
low,high,other,250173531022,250173512041
low,low,other,250173531022,250173512042
low,low,other,250173531022,250173512042
low,low,other,250173531022,250173523002
low,low,other,250173531022,250173523002
mid,high,other,250173531022,250173524001
mid,high,other,250173531022,250173524001
low,mid,other,250173531022,250173524002
mid,mid,other,250173531022,250173524002
low,mid,other,250173531022,250173524002
low,mid,other,250173531022,250173524002
low,high,other,250173531022,250173524002
low,high,other,250173531022,250173524002
low,mid,other,250173531022,250173524002
low,high,other,250173531022,250173524002
low,high,other,250173531022,250173524002
mid,mid,other,250173531022,250173530004
high,mid,other,250173531022,250173531021
low,mid,other,250173531022,250173531021
high,mid,other,250173531022,250173531021
high,mid,other,250173531022,250173531021
low,mid,other,250173531022,250173531021
low,mid,other,250173531022,250173531021
high,mid,other,250173531022,250173531021
low,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
mid,mid,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,low,other,250173531022,250173531022
mid,low,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
mid,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
mid,mid,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
mid,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,high,other,250173531022,250173531022
mid,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
high,high,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,high,other,250173531022,250173531022
mid,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
mid,high,other,250173531022,250173531022
mid,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
mid,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
mid,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
mid,mid,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
high,mid,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,high,other,250173531022,250173531022
mid,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,high,other,250173531022,250173531022
mid,mid,other,250173531022,250173531022
mid,high,other,250173531022,250173531022
mid,mid,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
mid,low,other,250173531022,250173531022
low,mid,other,250173531022,250173531022
mid,mid,other,250173531022,250173531022
high,low,other,250173531022,250173531022
low,low,other,250173531022,250173531022
low,high,other,250173531022,250173531022
low,high,other,250173531022,250173532002
low,high,goods_prod,250173531022,250173536002
low,low,other,250173531022,250173537004
mid,high,other,250173531022,250173538002
low,high,other,250173531022,250173540002
mid,mid,other,250173531022,250173540003
low,low,trade_trans_util,250173531022,250250102043
mid,high,other,250173531022,250250104042
mid,mid,other,250173531022,250250106001
mid,mid,other,250173531022,250250106001
mid,high,trade_trans_util,250173531022,250250106002
mid,high,other,250173531022,250250106002
mid,low,trade_trans_util,250173531022,250250106002
low,low,other,250173531022,250250107011
low,low,trade_trans_util,250173531022,250250107021
low,low,goods_prod,250173531022,250250201012
low,mid,other,250173531022,250250201013
mid,high,other,250173531022,250250203011
low,mid,other,250173531022,250250203032
low,high,other,250173531022,250250203032
low,high,other,250173531022,250250303002
mid,high,other,250173531022,250250303002
mid,high,other,250173531022,250250303002
low,high,other,250173531022,250250303002
mid,high,other,250173531022,250250303003
high,mid,other,250173531022,250250404012
mid,high,other,250173531022,250250408013
low,high,other,250173531022,250250606001
mid,high,other,250173531022,250250606001
mid,high,other,250173531022,250250606001
low,high,other,250173531022,250250701011
low,low,trade_trans_util,250173531022,250250701012
high,mid,other,250173531022,250250701013
high,high,goods_prod,250173531022,250250701013
low,high,other,250173531022,250250701018
mid,mid,other,250173531022,250250701018
low,high,other,250173531022,250250701018
mid,high,other,250173531022,250250701018
low,high,other,250173531022,250250701018
low,mid,other,250173531022,250250701018
low,high,other,250173531022,250250701018
low,low,other,250173531022,250250702003
low,high,other,250173531022,250250707001
mid,low,other,250173531022,250250708003
low,high,other,250173531022,250250711012
mid,high,other,250173531022,250250712011
low,high,other,250173531022,250250712012
low,high,other,250173531022,250250808011
mid,high,other,250173531022,250250810011
mid,high,other,250173531022,250250810011
mid,high,trade_trans_util,250173531022,250251604001
low,mid,other,250173531023,250173521021
mid,high,other,250173531023,250173521021
mid,high,other,250173531023,250173524002
mid,high,other,250173531023,250173524002
mid,high,other,250173531023,250173524002
low,mid,other,250173531023,250173524002
low,high,other,250173531023,250173524002
mid,high,other,250173531023,250173524002
mid,high,other,250173531023,250173524002
mid,high,other,250173531023,250173524002
low,high,other,250173531023,250173524002
low,mid,other,250173531023,250173524002
mid,high,other,250173531023,250173524002
low,high,other,250173531023,250173524002
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
mid,high,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
mid,high,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
mid,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
mid,low,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
mid,low,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
mid,high,other,250173531023,250173531022
mid,high,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
high,mid,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
mid,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
mid,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,high,other,250173531023,250173531022
mid,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
mid,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,high,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
mid,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
mid,mid,other,250173531023,250173531022
mid,low,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,high,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,low,other,250173531023,250173531022
low,mid,other,250173531023,250173531022
low,high,other,250173532001,250173521021
low,high,other,250173532001,250173521021
low,high,trade_trans_util,250173532001,250173521021
low,high,trade_trans_util,250173532001,250173521021
low,high,other,250173532001,250173521021
low,high,other,250173532001,250173521021
low,high,other,250173532001,250173521021
low,high,other,250173532001,250173521021
low,low,other,250173532001,250173521021
low,high,other,250173532001,250173521021
low,high,other,250173532001,250173521021
low,high,other,250173532001,250173521021
low,high,other,250173532001,250173521021
low,high,other,250173532001,250173521021
low,high,trade_trans_util,250173532001,250173521021
mid,high,other,250173532001,250173521021
mid,high,goods_prod,250173532001,250173523001
mid,high,other,250173532001,250173523001
low,high,goods_prod,250173532001,250173523001
mid,high,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
low,low,other,250173532001,250173523002
low,high,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
low,high,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
mid,mid,other,250173532001,250173523002
low,high,other,250173532001,250173523002
low,high,other,250173532001,250173523002
mid,low,other,250173532001,250173523002
high,high,other,250173532001,250173523002
low,high,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
mid,low,other,250173532001,250173523002
low,high,other,250173532001,250173523002
low,high,other,250173532001,250173523002
low,high,other,250173532001,250173523002
low,low,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
mid,mid,other,250173532001,250173523002
mid,high,other,250173532001,250173523002
low,mid,other,250173532001,250173523002
mid,low,other,250173532001,250173523002
low,high,other,250173532001,250173524001
low,high,other,250173532001,250173524001
low,high,other,250173532001,250173524001
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
low,mid,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
high,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,goods_prod,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
high,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
low,high,other,250173532001,250173524002
mid,high,other,250173532001,250173524002
high,high,other,250173532001,250173524002
